cv_id,subject,author_name,author_uri,recipient_name,recipient_uri,date,place_label,place_uri,lat,long,mentioned_people,mentioned_orgs,mentioned_places,mentioned_events,mentioned_dates,text_file
CV-175,Carta CV-175 – Domingos José de Almeida e José Vieira Viana,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,José Vieira Viana,https://carlamenegat.github.io/VarelaDigital/person/jose_vieira_viana,1835-10-02,,,,,Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;José Vieira Viana|https://carlamenegat.github.io/VarelaDigital/person/jose_vieira_viana|Viana,,,,1835-10-02;1978;2025-08-02;2025-12-10,CV-175.xml
CV-176,Carta CV-176 – Domingos José de Almeida para Bernardina,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1835-10-08,Bordo,https://www.geonames.org/3448652/sao-jose-do-norte.html,--32.01472,-52.04167,Antônio José Gonçalves Chaves|https://www.wikidata.org/wiki/Q16491671|Chaves;Baltasar|https://carlamenegat.github.io/VarelaDigital/person/baltasar|Sr.Senhor Baltasar;Belchior|https://carlamenegat.github.io/VarelaDigital/person/belchior;Bernardina Barcelos de Almeida|https://www.wikidata.org/wiki/Q136892558;Bernardino Rodrigues Barcelos|https://carlamenegat.github.io/VarelaDigital/person/bernardino_rodrigues_barcelos_pai|pai;Cipriano Joaquim Rodrigues Barcelos|https://carlamenegat.github.io/VarelaDigital/person/cipriano_joaquim_rodrigues_barcelos|Cipriano;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;João da Cunha|https://carlamenegat.github.io/VarelaDigital/person/joao_cunha;José Vieira Viana|https://carlamenegat.github.io/VarelaDigital/person/jose_vieira_viana|Viana;Mateus Gomes Viana|https://carlamenegat.github.io/VarelaDigital/person/mateus_gomes|Mateus Gomes§Mateus;Pimenta|https://carlamenegat.github.io/VarelaDigital/person/pimenta;Travassos|https://carlamenegat.github.io/VarelaDigital/person/travassos|Sr.Senhor Travassos,,Arroio de Pelotas|https://www.geonames.org/3454243/arroio-pelotas.html|Pelotas;São José do Norte|https://www.geonames.org/3448652/sao-jose-do-norte.html|Vila do Norte§Bordo,,1835-10-08;1978;2025-08-02;2025-12-10,CV-176.xml
CV-177,Carta CV-177 – Domingos José de Almeida para Bernardina,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1835-10-11,,,,,Antônio José Gonçalves Chaves|https://www.wikidata.org/wiki/Q16491671|Chaves;Bernardina Barcelos de Almeida|https://www.wikidata.org/wiki/Q136892558;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;Israel Soares de Paiva|https://www.wikidata.org/wiki/Q17414120;Luís Alves dos Santos Marques|https://carlamenegat.github.io/VarelaDigital/person/luis_alves_santos_marques,,Pelotas|https://www.geonames.org/3454244/pelotas.html|São Francisco de Paula,,1835-10-11;1978;2025-08-02;2025-12-10,CV-177.xml
CV-178,Carta CV-178 – Domingos José de Almeida para Bernardina,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1835-10-16,,,,,Antônio José Gonçalves Chaves|https://www.wikidata.org/wiki/Q16491671|Chaves;Bernardina Barcelos de Almeida|https://www.wikidata.org/wiki/Q136892558;Cipriano Joaquim Rodrigues Barcelos|https://carlamenegat.github.io/VarelaDigital/person/cipriano_joaquim_rodrigues_barcelos|Cipriano;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;João José Gomes|https://carlamenegat.github.io/VarelaDigital/person/joao_jose_gomes,,Pelotas|https://www.geonames.org/3454244/pelotas.html|São Francisco de Paula,,1835-10-16;1978;2025-08-02;2025-12-10,CV-178.xml
CV-179,Declaração pública CV-179 – O cidadão Domingos José de Almeida aos seus compatriotas,Domingos José de Almeida,,,,1835-10-29,Pelotas,https://www.geonames.org/3454244/pelotas.html,-31.7649,-52.3371,Alferes Felizardo|https://carlamenegat.github.io/VarelaDigital/person/alferes_felizardo;Antônio Antunes de Porciúncula|https://carlamenegat.github.io/VarelaDigital/person/antonio_antunes_porciuncula;Antônio de Oliveira Nico|https://carlamenegat.github.io/VarelaDigital/person/antonio_oliveira_nico|Nico Oliveira§Antônio José de Oliveira Nico§Nico de Oliveira;Antônio de Sousa Neto|https://www.wikidata.org/wiki/Q612105|Capitão Antônio Neto§Neto;Basílio Ferreira Bica|https://carlamenegat.github.io/VarelaDigital/person/basilio_ferreira_bica|Comandante Bica;Cândido Fernandes Lima|https://carlamenegat.github.io/VarelaDigital/person/candido_fernandes_lima|Cândido;Capitão Pinto|https://carlamenegat.github.io/VarelaDigital/person/capitao_pinto;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073;Antônio Rodrigues Fernandes Braga|https://www.wikidata.org/wiki/Q16492340|Braga§Presidente§Sr.Senhor Braga§Sr.Senhor Presidente Braga;Gerena|https://carlamenegat.github.io/VarelaDigital/person/gerena|Sr.Senhor Gerena;Israel Soares de Paiva|https://www.wikidata.org/wiki/Q17414120|Israel;João Rodrigues Ribas|https://carlamenegat.github.io/VarelaDigital/person/joao_rodrigues_ribas;Joaquim José de Sousa|https://carlamenegat.github.io/VarelaDigital/person/joaquim_jose_sousa;José Jerônimo do Amaral|https://carlamenegat.github.io/VarelaDigital/person/jose_jeronimo_amaral|Major José Jerônimo do Amaral;José Maria|https://carlamenegat.github.io/VarelaDigital/person/jose_maria|Sr.Senhor José Maria de …;José Vieira Braga|https://carlamenegat.github.io/VarelaDigital/person/jose_vieira_braga|Dr. José Vieira Braga;Luís Alves dos Santos Marques|https://carlamenegat.github.io/VarelaDigital/person/luis_alves_santos_marques;Major Marques|https://carlamenegat.github.io/VarelaDigital/person/major_marques;Major Pinto|https://carlamenegat.github.io/VarelaDigital/person/major_pinto;Maldonado|https://carlamenegat.github.io/VarelaDigital/person/maldonado|Sr.Senhor Maldonado;Manuel Gomes da Silva|https://carlamenegat.github.io/VarelaDigital/person/manuel_gomes_silva|Gomes;Manuel Marques de Sousa|https://www.wikidata.org/wiki/Q2005413|Major Manuel Marques de Sousa§Marques;José de Melo Pacheco de Resende|https://carlamenegat.github.io/VarelaDigital/person/melo_pacheco_resende|Major José de Melo Pacheco de Resende§Major Melo;General Pantaleão Sutelo|https://carlamenegat.github.io/VarelaDigital/person/pantaleao_sutelo|General Pantaleão sutelo;Dom Pedro II|https://www.wikidata.org/wiki/Q46513|Pedro de Alcântara João Carlos Leopoldo Salvador Bibiano Francisco Xavier de Paula Leocádio Miguel Gabriel Rafael Gonzaga§Sr.Senhor D. Pedro II;Tenente Pinto|https://carlamenegat.github.io/VarelaDigital/person/tenente_pinto,Assembleia Provincial de São Pedro do Rio Grande do Sul|https://carlamenegat.github.io/VarelaDigital/org/assembleia_provincial_rs|Assembléia Provincial;Câmara Municipal da Cidade do Rio Grande|https://carlamenegat.github.io/VarelaDigital/org/camara_rio_grande;12.ª Companhia da Guarda Nacional|https://carlamenegat.github.io/VarelaDigital/org/decimasegunda_companhia_gn|12ª Companhia da Guarda Nacional,Arroio Grande|https://www.geonames.org/3471422/arroio-grande.html;Pelotas|https://www.geonames.org/3454244/pelotas.html|São Francisco de Paula;Porto Alegre|https://www.geonames.org/3452925/porto-alegre.html|Leal e Valerosa Cidade de Porto Alegre§Madre de Deus de Porto Alegre;Rio de Janeiro|https://www.geonames.org/3451190/rio-de-janeiro.html|Rio;Rio Grande|https://www.geonames.org/3451138/rio-grande.html;São Gabriel|https://www.geonames.org/3449099/sao-gabriel.html;São José do Norte|https://www.geonames.org/3448652/sao-jose-do-norte.html|Vila do Norte§vila do Norte,,1835;1835-09-20;1835-10-04;1835-10-05;1835-10-23;1835-10-24;1835-10-25;1835-10-29;1978;2025-08-02;2025-12-10,CV-179.xml
CV-18,CV-18 — Cópia do documento CV-14,,,,,,,,,,,,,,1978;2025-06-20;2025-12-05,CV-18.xml
CV-180,Carta CV-180 – Domingos José de Almeida a Guilherme Rodrigo de Carvalho,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Guilherme Rodrigo de Carvalho,https://carlamenegat.github.io/VarelaDigital/person/guilherme_carvalho,1835-11-16,Pelotas,https://www.geonames.org/3454244/pelotas.html,-31.7649,-52.3371,Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Sr.Senhor Domingos José de Almeida;Guilherme Rodrigo de Carvalho|https://carlamenegat.github.io/VarelaDigital/person/guilherme_carvalho|Sr.Senhor Guilherme Rodrigo de Carvalho,,Pelotas|https://www.geonames.org/3454244/pelotas.html|São Francisco de Paula§Cidade de Pelotas,,1835-11-16;1835-11-24;1978;2025-08-02;2025-12-10,CV-180.xml
CV-181,Carta CV-181 – Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1835-11-22,Canguçu,https://www.geonames.org/3467512/cangucu.html,-31.3956,-52.6758,Bernardina Barcelos de Almeida|https://www.wikidata.org/wiki/Q136892558;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;Leão Próspero Chastan|https://carlamenegat.github.io/VarelaDigital/person/leao_prospero_chastan,,Canguçu|https://www.geonames.org/3467512/cangucu.html;Pelotas|https://www.geonames.org/3454244/pelotas.html|São Francisco de Paula;Rio Grande|https://www.geonames.org/3451138/rio-grande.html,,1835-11-22;1978;2025-08-02;2025-12-10,CV-181.xml
CV-182,Carta CV-182 – Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1835-12-12,Porto Alegre,https://www.geonames.org/3452925/porto-alegre.html,-30.0346,-51.2177,Bernardina Barcelos de Almeida|https://www.wikidata.org/wiki/Q136892558;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;José de Araújo Ribeiro|https://www.wikidata.org/wiki/Q10310751|Araújo Ribeiro,,Pelotas|https://www.geonames.org/3454244/pelotas.html|São Francisco de Paula;Porto Alegre|https://www.geonames.org/3452925/porto-alegre.html|Leal e Valerosa Cidade de Porto Alegre§Madre de Deus de Porto Alegre,,1835-12-12;1978;2025-08-02;2025-12-10,CV-182.xml
CV-183,Carta CV-183 – Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1835-12-15,Porto Alegre,https://www.geonames.org/3452925/porto-alegre.html,-30.0346,-51.2177,Bernardina Barcelos de Almeida|https://www.wikidata.org/wiki/Q136892558;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida,,Pelotas|https://www.geonames.org/3454244/pelotas.html|São Francisco de Paula;Porto Alegre|https://www.geonames.org/3452925/porto-alegre.html|Leal e Valerosa Cidade de Porto Alegre§Madre de Deus de Porto Alegre,,1835-12-15;1978;2025-08-03;2025-12-11,CV-183.xml
CV-184,Carta CV-184 – Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1835-12-20,Porto Alegre,https://www.geonames.org/3452925/porto-alegre.html,-30.0346,-51.2177,Alferes Felizardo|https://carlamenegat.github.io/VarelaDigital/person/alferes_felizardo|Felizardo;Antônio Antunes de Porciúncula|https://carlamenegat.github.io/VarelaDigital/person/antonio_antunes_porciuncula|Antunes;Bernardino Rodrigues Barcelos Filho|https://carlamenegat.github.io/VarelaDigital/person/bernardino_rodrigues_barcelos_filho|Bernardino;Cipriano Joaquim Rodrigues Barcelos|https://carlamenegat.github.io/VarelaDigital/person/cipriano_joaquim_rodrigues_barcelos|Cipriano;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;José Félix|https://carlamenegat.github.io/VarelaDigital/person/jose_felix;José Pedro|https://carlamenegat.github.io/VarelaDigital/person/jose_pedro,,Porto Alegre|https://www.geonames.org/3452925/porto-alegre.html|Leal e Valerosa Cidade de Porto Alegre§Madre de Deus de Porto Alegre,,1835-12-20;1835-12-23;1978;2025-08-03;2025-12-11,CV-184.xml
CV-185,Carta CV-185 – Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1835-12-29,Norte,https://www.geonames.org/3448652/sao-jose-do-norte.html,--32.01472,-52.04167,Bernardina Barcelos de Almeida|https://www.wikidata.org/wiki/Q136892558;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida,Assembleia Provincial de São Pedro do Rio Grande do Sul|https://carlamenegat.github.io/VarelaDigital/org/assembleia_provincial_rs|Assembleia Provincial,Pelotas|https://www.geonames.org/3454244/pelotas.html|São Francisco de Paula;São José do Norte|https://www.geonames.org/3448652/sao-jose-do-norte.html|Vila do Norte§Norte,,1835-12-29;1978;2025-08-03;2025-12-11,CV-185.xml
CV-186,Carta CV-186 – Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1836-01-05,Porto Alegre,https://www.geonames.org/3452925/porto-alegre.html,-30.0346,-51.2177,Bernardina Barcelos de Almeida|https://www.wikidata.org/wiki/Q136892558;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;Granja|https://carlamenegat.github.io/VarelaDigital/person/granja;João da Cunha|https://carlamenegat.github.io/VarelaDigital/person/joao_cunha;José de Araújo Ribeiro|https://www.wikidata.org/wiki/Q10310751|Araújo Ribeiro;Leão Próspero Chastan|https://carlamenegat.github.io/VarelaDigital/person/leao_prospero_chastan|Chastan;Rafael|https://carlamenegat.github.io/VarelaDigital/person/rafael,Assembleia Provincial de São Pedro do Rio Grande do Sul|https://carlamenegat.github.io/VarelaDigital/org/assembleia_provincial_rs|Assembleia Provincial,Bagé|https://www.geonames.org/3471196/bage.html|Bayes;Pedras Brancas|https://www.geonames.org/3473964/guaiba.html|Guaíba;Pelotas|https://www.geonames.org/3454244/pelotas.html|São Francisco de Paula;Porto Alegre|https://www.geonames.org/3452925/porto-alegre.html|Leal e Valerosa Cidade de Porto Alegre§Madre de Deus de Porto Alegre;Santana do Livramento|https://www.geonames.org/3449936/sant-ana-do-livramento.html|Santa Ana§Santana;São Gabriel|https://www.geonames.org/3449099/sao-gabriel.html,,1836-01-05;1978;2025-08-03;2025-12-11,CV-186.xml
CV-187,Carta CV-187 – Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1836-01-12,Porto Alegre,https://www.geonames.org/3452925/porto-alegre.html,-30.0346,-51.2177,Bernardina Barcelos de Almeida|https://www.wikidata.org/wiki/Q136892558;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida,Câmara Municipal de São José do Norte|https://carlamenegat.github.io/VarelaDigital/org/camara_sao_jose_norte|Câmara da Vila do Norte§Câmara da vila do Norte,Pelotas|https://www.geonames.org/3454244/pelotas.html|São Francisco de Paula;Porto Alegre|https://www.geonames.org/3452925/porto-alegre.html|Leal e Valerosa Cidade de Porto Alegre§Madre de Deus de Porto Alegre,,1836-01-12;1978;2025-08-03;2025-12-11,CV-187.xml
CV-188,Carta CV-188 – Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1836-02-09,Porto Alegre,https://www.geonames.org/3452925/porto-alegre.html,-30.0346,-51.2177,Bernardina Barcelos de Almeida|https://www.wikidata.org/wiki/Q136892558;Chevalier|https://carlamenegat.github.io/VarelaDigital/person/chevalier;David|https://carlamenegat.github.io/VarelaDigital/person/david;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;José de Araújo Ribeiro|https://www.wikidata.org/wiki/Q10310751|Araújo Ribeiro;José Félix|https://carlamenegat.github.io/VarelaDigital/person/jose_felix;Leão Próspero Chastan|https://carlamenegat.github.io/VarelaDigital/person/leao_prospero_chastan|Sr.Senhor Chastan,,Pelotas|https://www.geonames.org/3454244/pelotas.html|São Francisco de Paula;Porto Alegre|https://www.geonames.org/3452925/porto-alegre.html|Leal e Valerosa Cidade de Porto Alegre§Madre de Deus de Porto Alegre,,1836-02-09;1978;2025-08-03;2025-12-11,CV-188.xml
CV-189,Carta CV-189 – Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1836-02-16,Porto Alegre,https://www.geonames.org/3452925/porto-alegre.html,-30.0346,-51.2177,Bernardina Barcelos de Almeida|https://www.wikidata.org/wiki/Q136892558;Chevalier|https://carlamenegat.github.io/VarelaDigital/person/chevalier;Cipriano Joaquim Rodrigues Barcelos|https://carlamenegat.github.io/VarelaDigital/person/cipriano_joaquim_rodrigues_barcelos|Cipriano;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;Felizardo|https://carlamenegat.github.io/VarelaDigital/person/felizardo;João da Cunha|https://carlamenegat.github.io/VarelaDigital/person/joao_cunha;José de Araújo Ribeiro|https://www.wikidata.org/wiki/Q10310751|Araújo§Araújo Ribeiro;José Félix|https://carlamenegat.github.io/VarelaDigital/person/jose_felix;José Pedro|https://carlamenegat.github.io/VarelaDigital/person/jose_pedro;Rolino Pereira de Barros|https://carlamenegat.github.io/VarelaDigital/person/rolino_pereira_barros|Rolino;João da Silva Tavares|https://www.wikidata.org/wiki/Q10312398|Silva Tavares,,Pelotas|https://www.geonames.org/3454244/pelotas.html|São Francisco de Paula;Porto Alegre|https://www.geonames.org/3452925/porto-alegre.html|Leal e Valerosa Cidade de Porto Alegre§Madre de Deus de Porto Alegre;Rio Grande|https://www.geonames.org/3451138/rio-grande.html;Santa Catarina|https://www.geonames.org/3450387/santa-catarina.html;São José do Norte|https://www.geonames.org/3448652/sao-jose-do-norte.html|Vila do Norte§Norte;Estado Oriental|https://www.geonames.org/3439705/oriental-republic-of-uruguay.html|Cisplatina§Republica Oriental do Uruguai§Uruguay,,1836-02-16;1978;2025-08-03;2025-12-11,CV-189.xml
CV-19,CV-19 — Cópia do documento CV-9,,,,,,,,,,,,,,1978;2025-12-05,CV-19.xml
CV-190,Carta CV-190 – Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1836-02-17,Porto Alegre,https://www.geonames.org/3452925/porto-alegre.html,-30.0346,-51.2177,Antônio Antunes de Porciúncula|https://carlamenegat.github.io/VarelaDigital/person/antonio_antunes_porciuncula|Antunes;Antônio José Gonçalves Chaves|https://www.wikidata.org/wiki/Q16491671|Chaves;Bento Gonçalves da Silva|https://www.wikidata.org/wiki/Q1789375|Ilmo.Ilustríssimo Sr.Senhor Coronel Bento Gonçalves da Silva;Bernardina Barcelos de Almeida|https://www.wikidata.org/wiki/Q136892558|Bernardina;Cipriano Joaquim Rodrigues Barcelos|https://carlamenegat.github.io/VarelaDigital/person/cipriano_joaquim_rodrigues_barcelos|Cipriano;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;Felizardo|https://carlamenegat.github.io/VarelaDigital/person/felizardo;José Gomes de Vasconcelos Jardim|https://www.wikidata.org/wiki/Q7274284|Jardim;José de Araújo Ribeiro|https://www.wikidata.org/wiki/Q10310751|Araújo§Araújo Ribeiro;José Félix|https://carlamenegat.github.io/VarelaDigital/person/jose_felix;Leão Próspero Chastan|https://carlamenegat.github.io/VarelaDigital/person/leao_prospero_chastan|Chastan,,Arroio Petim|https://www.geonames.org/3454034/arroio-do-petim.html;Pedras Brancas|https://www.geonames.org/3473964/guaiba.html|Guaíba;Pelotas|https://www.geonames.org/3454244/pelotas.html|São Francisco de Paula;Porto Alegre|https://www.geonames.org/3452925/porto-alegre.html|Leal e Valerosa Cidade de Porto Alegre§Madre de Deus de Porto Alegre;Rio Grande|https://www.geonames.org/3451138/rio-grande.html;São José do Norte|https://www.geonames.org/3448652/sao-jose-do-norte.html|Vila do Norte§Norte;Estado Oriental|https://www.geonames.org/3439705/oriental-republic-of-uruguay.html|Cisplatina§Republica Oriental do Uruguai§Uruguay,,1836-02-17;1978;2025-08-03;2025-12-11,CV-190.xml
CV-191,Carta CV-191 – Domingos José de Almeida para Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1836-02-23,Porto Alegre,https://www.geonames.org/3452925/porto-alegre.html,-30.0346,-51.2177,Antônio José Gonçalves Chaves|https://www.wikidata.org/wiki/Q16491671|Chaves;Bento Gonçalves da Silva|https://www.wikidata.org/wiki/Q1789375|Bento Gonçalves;Bernardina Barcelos de Almeida|https://www.wikidata.org/wiki/Q136892558|Bernardina;Chevalier|https://carlamenegat.github.io/VarelaDigital/person/chevalier;Cipriano Joaquim Rodrigues Barcelos|https://carlamenegat.github.io/VarelaDigital/person/cipriano_joaquim_rodrigues_barcelos|compadre Cipriano;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;José de Araújo Ribeiro|https://www.wikidata.org/wiki/Q10310751|Araújo Ribeiro;José Félix|https://carlamenegat.github.io/VarelaDigital/person/jose_felix;Leão Próspero Chastan|https://carlamenegat.github.io/VarelaDigital/person/leao_prospero_chastan|Chastan;Marciano José Pereira Ribeiro|https://www.wikidata.org/wiki/Q10325233|Dr. Marciano;Rolino Pereira de Barros|https://carlamenegat.github.io/VarelaDigital/person/rolino_pereira_barros|Rolino,,Pelotas|https://www.geonames.org/3454244/pelotas.html|São Francisco de Paula;Porto Alegre|https://www.geonames.org/3452925/porto-alegre.html|Leal e Valerosa Cidade de Porto Alegre§Madre de Deus de Porto Alegre,,1836-02-03;1836-02-06;1836-02-23;1978;2025-08-03;2025-12-11,CV-191.xml
CV-192,Carta CV-192 – Domingos José de Almeida para Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1836-03-06,Pedras Brancas,https://www.geonames.org/3473964/guaiba.html,-30.11389,-51.325,Antônio José Gonçalves Chaves|https://www.wikidata.org/wiki/Q16491671|Chaves;Bernardina Barcelos de Almeida|https://www.wikidata.org/wiki/Q136892558|Bernardina;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073|Almeida;José Gomes de Vasconcelos Jardim|https://www.wikidata.org/wiki/Q7274284;João Gonçalves da Silva|https://carlamenegat.github.io/VarelaDigital/person/joao_goncalves_silva;José Félix|https://carlamenegat.github.io/VarelaDigital/person/jose_felix;Leão Próspero Chastan|https://carlamenegat.github.io/VarelaDigital/person/leao_prospero_chastan|Chastan;Rolino Pereira de Barros|https://carlamenegat.github.io/VarelaDigital/person/rolino_pereira_barros|Rolino,,Pedras Brancas|https://www.geonames.org/3473964/guaiba.html|Guaíba;Rio de Janeiro|https://www.geonames.org/3451190/rio-de-janeiro.html|Rio;São Lourenço|https://www.geonames.org/3448596/sao-lourenco-do-sul.html|Boqueirão§São Lourenço do Sul,,1836-03-06;1978;2025-08-03;2025-12-11,CV-192.xml
CV-193,Carta CV-193 – Domingos José de Almeida para Américo Cabral de Melo,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Américo Cabral de Melo,https://carlamenegat.github.io/VarelaDigital/person/americo_cabral_melo,1836-03-07,Porto Alegre,https://www.geonames.org/3452925/porto-alegre.html,-30.0346,-51.2177,Américo Cabral de Melo|https://www.wikidata.org/wiki/Q9611679;Bento Manuel Ribeiro|https://www.wikidata.org/wiki/Q3638335;Domingos José de Almeida|https://www.wikidata.org/wiki/Q10268073;José de Araújo Ribeiro|https://www.wikidata.org/wiki/Q10310751,Assembleia Provincial de São Pedro do Rio Grande do Sul|https://carlamenegat.github.io/VarelaDigital/org/assembleia_provincial_rs|Assembléia Legislativa desta Província,Porto Alegre|https://www.geonames.org/3452925/porto-alegre.html|Leal e Valerosa Cidade de Porto Alegre§Madre de Deus de Porto Alegre;Rio de Janeiro|https://www.geonames.org/3451190/rio-de-janeiro.html|Rio,,1836-03-07;1978;2025-08-03;2025-12-11,CV-193.xml
CV-194,Carta CV-194 – Domingos José de Almeida para Diogo Antonio Feijó,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Diogo Antonio Feijó,https://carlamenegat.github.io/VarelaDigital/person/feijo,1836-03-11,Porto Alegre,https://www.geonames.org/3452925/porto-alegre.html,-30.0346,-51.2177,"Diogo Antônio Feijó|https://www.wikidata.org/wiki/Q1791593|Padre Feijó§Diogo Antonio Feijó;D. Januária de Bragança|https://www.wikidata.org/wiki/Q261802|Januária do Brasil§Januária Maria Joana Carlota Leopoldina Cândida
                Francisca Xavier de Paula Micaela Gabriela Rafaela Gonzaga§Januária;Pe. Manuel Francisco de Andrade|https://carlamenegat.github.io/VarelaDigital/person/manuel_francisco_andrade;Marciano José Pereira Ribeiro|https://www.wikidata.org/wiki/Q10325233|Dr. Marciano§Dr. Marciano Pereira Ribeiro",Assembleia Provincial de São Pedro do Rio Grande do Sul|https://carlamenegat.github.io/VarelaDigital/org/assembleia_provincial_rs|Assembléia Provincial;Império do Brasil|https://www.wikidata.org/wiki/Q217230|Brazilian Empire§Império.,Porto Alegre|https://www.geonames.org/3452925/porto-alegre.html|Leal e Valerosa Cidade de Porto Alegre§Madre de Deus de Porto Alegre,,1836-03-11;1978;2025-08-03;2025-12-11,CV-194.xml
