cv_id,subject,author_name,author_uri,recipient_name,recipient_uri,date,place_label,place_uri,lat,long,mentioned_people,mentioned_orgs,mentioned_places,mentioned_events,mentioned_dates,text_file
CV-176,Carta CV-176 – Domingos José de Almeida para Bernardina,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_de_almeida,1835-10-08,Bordo,,,,antonio_jose_goncalves_chaves|https://carlamenegat.github.io/VarelaDigital/person/antonio_jose_goncalves_chaves|Chaves;baltasar|https://carlamenegat.github.io/VarelaDigital/person/baltasar|Sr.Senhor Baltasar;belchior|https://carlamenegat.github.io/VarelaDigital/person/belchior|Belchior;bernardina_barcelos_de_almeida|https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_de_almeida|Bernardina Barcelos de Almeida;bernardino_rodrigues_barcelos_pai|https://carlamenegat.github.io/VarelaDigital/person/bernardino_rodrigues_barcelos_pai|pai;cipriano_joaquim_rodrigues_barcelos|https://carlamenegat.github.io/VarelaDigital/person/cipriano_joaquim_rodrigues_barcelos|Cipriano;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida;joao_cunha|https://carlamenegat.github.io/VarelaDigital/person/joao_cunha|João da Cunha;jose_vieira_viana|https://carlamenegat.github.io/VarelaDigital/person/jose_vieira_viana|Viana;mateus_gomes|https://carlamenegat.github.io/VarelaDigital/person/mateus_gomes|Mateus;pimenta|https://carlamenegat.github.io/VarelaDigital/person/pimenta|Pimenta;travassos|https://carlamenegat.github.io/VarelaDigital/person/travassos|Sr.Senhor Travassos,,arroio_pelotas||Pelotas;sao_jose_norte||Bordo,,1835-10-08;1978;2025-08-02;2025-12-10,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-176.xml
CV-177,Carta CV-177 – Domingos José de Almeida para Bernardina,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_de_almeida,1835-10-11,,,,,antonio_jose_goncalves_chaves|https://carlamenegat.github.io/VarelaDigital/person/antonio_jose_goncalves_chaves|Chaves;bernardina_barcelos_de_almeida|https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_de_almeida|Bernardina Barcelos de Almeida;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida;israel_soares_paiva|https://carlamenegat.github.io/VarelaDigital/person/israel_soares_paiva|Israel Soares de Paiva;luis_alves_santos_marques|https://carlamenegat.github.io/VarelaDigital/person/luis_alves_santos_marques|Luís Alves dos Santos Marques,,pelotas||Pelotas,,1835-10-11;1978;2025-08-02;2025-12-10,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-177.xml
CV-178,Carta CV-178 – Domingos José de Almeida para Bernardina,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_de_almeida,1835-10-16,,,,,antonio_jose_goncalves_chaves|https://carlamenegat.github.io/VarelaDigital/person/antonio_jose_goncalves_chaves|Chaves;bernardina_barcelos_de_almeida|https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_de_almeida|Bernardina Barcelos de Almeida;cipriano_joaquim_rodrigues_barcelos|https://carlamenegat.github.io/VarelaDigital/person/cipriano_joaquim_rodrigues_barcelos|Cipriano;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida;joao_jose_gomes|https://carlamenegat.github.io/VarelaDigital/person/joao_jose_gomes|João José Gomes,,pelotas||Pelotas,,1835-10-16;1978;2025-08-02;2025-12-10,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-178.xml
CV-179,Declaração pública CV-179 – O cidadão Domingos José de Almeida aos seus compatriotas,Domingos José de Almeida,,,,1835-10-29,Pelotas,,,,alferes_felizardo|https://carlamenegat.github.io/VarelaDigital/person/alferes_felizardo|Alferes Felizardo;antonio_antunes_porciuncula|https://carlamenegat.github.io/VarelaDigital/person/antonio_antunes_porciuncula|Antônio Antunes de Porciúncula;antonio_sousa_neto|https://carlamenegat.github.io/VarelaDigital/person/antonio_sousa_neto|Capitão Antônio Neto§Neto;basilio_ferreira_bica|https://carlamenegat.github.io/VarelaDigital/person/basilio_ferreira_bica|Basílio Ferreira Bica§Comandante Bica;candido_fernandes_lima|https://carlamenegat.github.io/VarelaDigital/person/candido_fernandes_lima|Cândido§Cândido Fernandes Lima;capitao_pinto|https://carlamenegat.github.io/VarelaDigital/person/capitao_pinto|Capitão Pinto;dom_pedro_ii|https://carlamenegat.github.io/VarelaDigital/person/dom_pedro_ii|Sr.Senhor D. Pedro II;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida;fernandes_braga|https://carlamenegat.github.io/VarelaDigital/person/fernandes_braga|Antônio Rodrigues Fernandes Braga§Braga§Presidente§Sr.Senhor Braga§Sr.Senhor Presidente Braga;gerena|https://carlamenegat.github.io/VarelaDigital/person/gerena|Sr.Senhor Gerena;israel_soares_paiva|https://carlamenegat.github.io/VarelaDigital/person/israel_soares_paiva|Israel;joao_rodrigues_ribas|https://carlamenegat.github.io/VarelaDigital/person/joao_rodrigues_ribas|João Rodrigues Ribas;joaquim_jose_sousa|https://carlamenegat.github.io/VarelaDigital/person/joaquim_jose_sousa|Joaquim José de Sousa;jose_jeronimo_amaral|https://carlamenegat.github.io/VarelaDigital/person/jose_jeronimo_amaral|Major José Jerônimo do Amaral;jose_maria|https://carlamenegat.github.io/VarelaDigital/person/jose_maria|Sr.Senhor José Maria de …;jose_vieira_braga|https://carlamenegat.github.io/VarelaDigital/person/jose_vieira_braga|Dr. José Vieira Braga;luis_alves_santos_marques|https://carlamenegat.github.io/VarelaDigital/person/luis_alves_santos_marques|Luís Alves dos Santos Marques;major_marques|https://carlamenegat.github.io/VarelaDigital/person/major_marques|Major Marques;major_pinto|https://carlamenegat.github.io/VarelaDigital/person/major_pinto|Major Pinto;maldonado|https://carlamenegat.github.io/VarelaDigital/person/maldonado|Sr.Senhor Maldonado;manuel_gomes_silva|https://carlamenegat.github.io/VarelaDigital/person/manuel_gomes_silva|Gomes§Manuel Gomes da Silva;manuel_marques_sousa|https://carlamenegat.github.io/VarelaDigital/person/manuel_marques_sousa|Major Manuel Marques de Sousa§Marques;melo_pacheco_resende|https://carlamenegat.github.io/VarelaDigital/person/melo_pacheco_resende|Major José de Melo Pacheco de Resende§Major Melo;nico_oliveira|https://carlamenegat.github.io/VarelaDigital/person/nico_oliveira|Nico de Oliveira;pantaleao_sotelo|https://carlamenegat.github.io/VarelaDigital/person/pantaleao_sotelo|General Pantaleão Sotelo;tenente_pinto|https://carlamenegat.github.io/VarelaDigital/person/tenente_pinto|Tenente Pinto,12_companhia_gn|https://carlamenegat.github.io/VarelaDigital/org/12_companhia_gn|12ª Companhia da Guarda Nacional;assembleia_provincial_rs|https://carlamenegat.github.io/VarelaDigital/org/assembleia_provincial_rs|Assembléia Provincial;camara_rio_grande|https://carlamenegat.github.io/VarelaDigital/org/camara_rio_grande|Câmara Municipal da Cidade do Rio Grande,arroio_grande||Arroio Grande;pelotas||Pelotas;porto_alegre||Porto Alegre;rio_de_janeiro||Rio de Janeiro;rio_grande||Rio Grande;sao_gabriel||São Gabriel;sao_jose_norte||Vila do Norte§vila do Norte,,1835;1835-09-20;1835-10-04;1835-10-05;1835-10-23;1835-10-24;1835-10-25;1835-10-29;1978;2025-08-02;2025-12-10,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-179.xml
CV-18,CV-18 — Cópia do documento CV-14,,,,,,,,,,,,,,1978;2025-06-20;2025-12-05,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-18.xml
CV-180,Carta CV-180 – Domingos José de Almeida a Guilherme Rodrigo de Carvalho,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Guilherme Rodrigo de Carvalho,https://carlamenegat.github.io/VarelaDigital/person/guilherme_carvalho,1835-11-16,Pelotas,,,,domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida§Sr.Senhor Domingos José de Almeida;guilherme_carvalho|https://carlamenegat.github.io/VarelaDigital/person/guilherme_carvalho|Guilherme Rodrigo de Carvalho§Sr.Senhor Guilherme Rodrigo de Carvalho,,pelotas||Cidade de Pelotas§Pelotas,,1835-11-16;1835-11-24;1978;2025-08-02;2025-12-10,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-180.xml
CV-181,Carta CV-181 – Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1835-11-22,Canguçu,,,,bernardina_barcelos_almeida|https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida|Bernardina Barcelos de Almeida;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida;leao_prospero_chastan|https://carlamenegat.github.io/VarelaDigital/person/leao_prospero_chastan|Leão Próspero Chastan,,cangucu||Canguçu;pelotas||Pelotas;rio_grande||Rio Grande,,1835-11-22;1978;2025-08-02;2025-12-10,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-181.xml
CV-182,Carta CV-182 – Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1835-12-12,Porto Alegre,,,,bernardina_barcelos_almeida|https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida|Bernardina Barcelos de Almeida;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida;jose_araujo_ribeiro|https://carlamenegat.github.io/VarelaDigital/person/jose_araujo_ribeiro|Araújo Ribeiro,,pelotas||Pelotas;porto_alegre||Porto Alegre,,1835-12-12;1978;2025-08-02;2025-12-10,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-182.xml
CV-183,Carta CV-183 – Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1835-12-15,Porto Alegre,,,,bernardina_barcelos_almeida|https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida|Bernardina Barcelos de Almeida;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida,,pelotas||Pelotas;porto_alegre||Porto Alegre,,1835-12-15;1978;2025-08-03;2025-12-11,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-183.xml
CV-184,Carta CV-184 – Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1835-12-20,Porto Alegre,,,,alferes_felizardo|https://carlamenegat.github.io/VarelaDigital/person/alferes_felizardo|Felizardo;antonio_antunes_porciuncula|https://carlamenegat.github.io/VarelaDigital/person/antonio_antunes_porciuncula|Antunes;bernardino_rodrigues_barcelos_filho|https://carlamenegat.github.io/VarelaDigital/person/bernardino_rodrigues_barcelos_filho|Bernardino;cipriano_joaquim_rodrigues_barcelos|https://carlamenegat.github.io/VarelaDigital/person/cipriano_joaquim_rodrigues_barcelos|Cipriano;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida;jose_felix|https://carlamenegat.github.io/VarelaDigital/person/jose_felix|José Félix;jose_pedro|https://carlamenegat.github.io/VarelaDigital/person/jose_pedro|José Pedro,,porto_alegre||Porto Alegre,,1835-12-20;1835-12-23;1978;2025-08-03;2025-12-11,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-184.xml
CV-185,Carta CV-185 – Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1835-12-29,Norte,,,,bernardina_barcelos_almeida|https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida|Bernardina Barcelos de Almeida;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida,assembleia_provincial_rs|https://carlamenegat.github.io/VarelaDigital/org/assembleia_provincial_rs|Assembleia Provincial,pelotas||Pelotas;sao_jose_norte||Norte,,1835-12-29;1978;2025-08-03;2025-12-11,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-185.xml
CV-186,Carta CV-186 – Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1836-01-05,Porto Alegre,,,,bernardina_barcelos_almeida|https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida|Bernardina Barcelos de Almeida;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida;granja|https://carlamenegat.github.io/VarelaDigital/person/granja|Granja;joao_cunha|https://carlamenegat.github.io/VarelaDigital/person/joao_cunha|João da Cunha;jose_araujo_ribeiro|https://carlamenegat.github.io/VarelaDigital/person/jose_araujo_ribeiro|Araújo Ribeiro;leao_prospero_chastan|https://carlamenegat.github.io/VarelaDigital/person/leao_prospero_chastan|Chastan;rafael|https://carlamenegat.github.io/VarelaDigital/person/rafael|Rafael,assembleia_provincial_rs|https://carlamenegat.github.io/VarelaDigital/org/assembleia_provincial_rs|Assembleia Provincial,bage||Bagé;pedras_brancas||Pedras Brancas;pelotas||Pelotas;porto_alegre||Porto Alegre;santana_livramento||Santa Ana;sao_gabriel||São Gabriel,,1836-01-05;1978;2025-08-03;2025-12-11,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-186.xml
CV-187,Carta CV-187 – Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1836-01-12,Porto Alegre,,,,bernardina_barcelos_almeida|https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida|Bernardina Barcelos de Almeida;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida,camara_sao_jose_norte|https://carlamenegat.github.io/VarelaDigital/org/camara_sao_jose_norte|Câmara da vila do Norte,pelotas||Pelotas;porto_alegre||Porto Alegre,,1836-01-12;1978;2025-08-03;2025-12-11,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-187.xml
CV-188,Carta CV-188 – Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1836-02-09,Porto Alegre,,,,bernardina_barcelos_almeida|https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida|Bernardina Barcelos de Almeida;chevalier|https://carlamenegat.github.io/VarelaDigital/person/chevalier|Chevalier;david|https://carlamenegat.github.io/VarelaDigital/person/david|David;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida;jose_araujo_ribeiro|https://carlamenegat.github.io/VarelaDigital/person/jose_araujo_ribeiro|Araújo Ribeiro;jose_felix|https://carlamenegat.github.io/VarelaDigital/person/jose_felix|José Félix;leao_prospero_chastan|https://carlamenegat.github.io/VarelaDigital/person/leao_prospero_chastan|Sr.Senhor Chastan,,pelotas||Pelotas;porto_alegre||Porto Alegre,,1836-02-09;1978;2025-08-03;2025-12-11,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-188.xml
CV-189,Carta CV-189 – Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1836-02-16,Porto Alegre,,,,bernardina_barcelos_almeida|https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida|Bernardina Barcelos de Almeida;chevalier|https://carlamenegat.github.io/VarelaDigital/person/chevalier|Chevalier;cipriano_joaquim_rodrigues_barcelos|https://carlamenegat.github.io/VarelaDigital/person/cipriano_joaquim_rodrigues_barcelos|Cipriano;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida;felizardo|https://carlamenegat.github.io/VarelaDigital/person/felizardo|Felizardo;joao_da_cunha|https://carlamenegat.github.io/VarelaDigital/person/joao_da_cunha|João da Cunha;jose_araujo_ribeiro|https://carlamenegat.github.io/VarelaDigital/person/jose_araujo_ribeiro|Araújo§Araújo Ribeiro;jose_felix|https://carlamenegat.github.io/VarelaDigital/person/jose_felix|José Félix;jose_pedro|https://carlamenegat.github.io/VarelaDigital/person/jose_pedro|José Pedro;rolino_pereira_barros|https://carlamenegat.github.io/VarelaDigital/person/rolino_pereira_barros|Rolino;silva_tavares|https://carlamenegat.github.io/VarelaDigital/person/silva_tavares|Silva Tavares,,pelotas||Pelotas;porto_alegre||Porto Alegre;rio_grande||Rio Grande;santa_catarina||Santa Catarina;sao_jose_norte||Norte;uruguai||Cisplatina,,1836-02-16;1978;2025-08-03;2025-12-11,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-189.xml
CV-19,CV-19 — Cópia do documento CV-9,,,,,,,,,,,,,,1978;2025-12-05,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-19.xml
CV-190,Carta CV-190 – Domingos José de Almeida a Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1836-02-17,Porto Alegre,,,,antonio_antunes_porciuncula|https://carlamenegat.github.io/VarelaDigital/person/antonio_antunes_porciuncula|Antunes;antonio_jose_goncalves_chaves|https://carlamenegat.github.io/VarelaDigital/person/antonio_jose_goncalves_chaves|Chaves;bento_goncalves|https://carlamenegat.github.io/VarelaDigital/person/bento_goncalves|Ilmo.Ilustríssimo Sr.Senhor Coronel Bento Gonçalves da Silva;bernardina_barcelos_almeida|https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida|Bernardina§Bernardina Barcelos de Almeida;cipriano_joaquim_rodrigues_barcelos|https://carlamenegat.github.io/VarelaDigital/person/cipriano_joaquim_rodrigues_barcelos|Cipriano;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida;felizardo|https://carlamenegat.github.io/VarelaDigital/person/felizardo|Felizardo;gomes_jardim|https://carlamenegat.github.io/VarelaDigital/person/gomes_jardim|Jardim;jose_araujo_ribeiro|https://carlamenegat.github.io/VarelaDigital/person/jose_araujo_ribeiro|Araújo§Araújo Ribeiro;jose_felix|https://carlamenegat.github.io/VarelaDigital/person/jose_felix|José Félix;leao_prospero_chastan|https://carlamenegat.github.io/VarelaDigital/person/leao_prospero_chastan|Chastan,,arroio_petim||Arroio Petim;pedras_brancas||Pedras Brancas;pelotas||Pelotas;porto_alegre||Porto Alegre;rio_grande||Rio Grande;sao_jose_norte||Norte;uruguai||Estado Oriental,,1836-02-17;1978;2025-08-03;2025-12-11,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-190.xml
CV-191,Carta CV-191 – Domingos José de Almeida para Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1836-02-23,Porto Alegre,,,,antonio_jose_goncalves_chaves|https://carlamenegat.github.io/VarelaDigital/person/antonio_jose_goncalves_chaves|Chaves;bento_goncalves|https://carlamenegat.github.io/VarelaDigital/person/bento_goncalves|Bento Gonçalves;bernardina_barcelos_almeida|https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida|Bernardina§Bernardina Barcelos de Almeida;chevalier|https://carlamenegat.github.io/VarelaDigital/person/chevalier|Chevalier;cipriano_joaquim_rodrigues_barcelos|https://carlamenegat.github.io/VarelaDigital/person/cipriano_joaquim_rodrigues_barcelos|compadre Cipriano;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida;jose_araujo_ribeiro|https://carlamenegat.github.io/VarelaDigital/person/jose_araujo_ribeiro|Araújo Ribeiro;jose_felix|https://carlamenegat.github.io/VarelaDigital/person/jose_felix|José Félix;leao_prospero_chastan|https://carlamenegat.github.io/VarelaDigital/person/leao_prospero_chastan|Chastan;marciano_pereira_ribeiro|https://carlamenegat.github.io/VarelaDigital/person/marciano_pereira_ribeiro|Dr. Marciano;rolino_pereira_barros|https://carlamenegat.github.io/VarelaDigital/person/rolino_pereira_barros|Rolino,,pelotas||Pelotas;porto_alegre||Porto Alegre,,1836-02-03;1836-02-06;1836-02-23;1978;2025-08-03;2025-12-11,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-191.xml
CV-192,Carta CV-192 – Domingos José de Almeida para Bernardina Barcelos de Almeida,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Bernardina Barcelos de Almeida,https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida,1836-03-06,Pedras Brancas,,,,antonio_jose_goncalves_chaves|https://carlamenegat.github.io/VarelaDigital/person/antonio_jose_goncalves_chaves|Chaves;bernardina_barcelos_almeida|https://carlamenegat.github.io/VarelaDigital/person/bernardina_barcelos_almeida|Bernardina;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Almeida;gomes_jardim|https://carlamenegat.github.io/VarelaDigital/person/gomes_jardim|José Gomes de Vasconcelos Jardim;joao_goncalves_da_silva|https://carlamenegat.github.io/VarelaDigital/person/joao_goncalves_da_silva|João Gonçalves da Silva;jose_felix|https://carlamenegat.github.io/VarelaDigital/person/jose_felix|José Félix;leao_prospero_chastan|https://carlamenegat.github.io/VarelaDigital/person/leao_prospero_chastan|Chastan;rolino_pereira_barros|https://carlamenegat.github.io/VarelaDigital/person/rolino_pereira_barros|Rolino,,pedras_brancas||Pedras Brancas;rio_de_janeiro||Rio;sao_lourenço||São Lourenço,,1836-03-06;1978;2025-08-03;2025-12-11,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-192.xml
CV-193,Carta CV-193 – Domingos José de Almeida para Américo Cabral de Melo,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Américo Cabral de Melo,https://carlamenegat.github.io/VarelaDigital/person/americo_cabral_melo,1836-03-07,Porto Alegre,,,,americo_cabral_melo|https://carlamenegat.github.io/VarelaDigital/person/americo_cabral_melo|Américo Cabral de Melo;bento_manuel|https://carlamenegat.github.io/VarelaDigital/person/bento_manuel|Bento Manuel Ribeiro;domingos_jose_almeida|https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida|Domingos José de Almeida;jose_araujo_ribeiro|https://carlamenegat.github.io/VarelaDigital/person/jose_araujo_ribeiro|José de Araújo Ribeiro,assembleia_geral_legislativa_rs|https://carlamenegat.github.io/VarelaDigital/org/assembleia_geral_legislativa_rs|Assembléia Legislativa desta Província,porto_alegre||Porto Alegre;rio_de_janeiro||Rio de Janeiro,,1836-03-07;1978;2025-08-03;2025-12-11,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-193.xml
CV-194,Carta CV-194 – Domingos José de Almeida para Diogo Antonio Feijó,Domingos José de Almeida,https://carlamenegat.github.io/VarelaDigital/person/domingos_jose_almeida,Diogo Antonio Feijó,https://carlamenegat.github.io/VarelaDigital/person/feijo,1836-03-11,Porto Alegre,,,,feijo|https://carlamenegat.github.io/VarelaDigital/person/feijo|Diogo Antonio Feijó;januaria|https://carlamenegat.github.io/VarelaDigital/person/januaria|Januária;manuel_francisco_andrade|https://carlamenegat.github.io/VarelaDigital/person/manuel_francisco_andrade|Pe. Manuel Francisco de Andrade;marciano_pereira_ribeiro|https://carlamenegat.github.io/VarelaDigital/person/marciano_pereira_ribeiro|Dr. Marciano Pereira Ribeiro,assembleia_provincial_rs|https://carlamenegat.github.io/VarelaDigital/org/assembleia_provincial_rs|Assembléia Provincial;imperio_brasil|https://carlamenegat.github.io/VarelaDigital/org/imperio_brasil|Império.,porto_alegre||Porto Alegre,,1836-03-11;1978;2025-08-03;2025-12-11,/Users/carlamenegat/Documents/GitHub/Untitled/VarelaDigital/data/documents_XML/CV-194.xml
